Testlet Code,Text
Testlet3280,"Fresh Water, Salt Water</h1>Most of Earth is covered with water. The two kinds of water are salt water and fresh water.</div><div class='paraTitle'>Salt Water</div>You probably know that salt water has a lot of salt in it. Oceans and seas have salt water. People don&#8217;t drink salt water. But people do eat fish from salt water.</div>"
Testlet3280,"<div class='paraTitle'>Fresh Water</div>Fresh water does not have much salt in it. People need fresh water for drinking, cooking, and cleaning. Lakes, rivers, rain, and snow have fresh water. People eat fish from fresh water.</div>Both salt water and fresh water are important on Earth.</div>"
Testlet3420,"Molly and Murray</h1>Molly and Murray are Sam&#8217;s cats. Molly and Murray are alike in some ways. Both enjoy eating and sleeping, and both cats purr when they sleep.</div>However, they have their differences, too. Molly is older than Murray. Molly has black and white fur. Murray&#8217;s fur is gray. He likes to sleep in Sam&#8217;s lap. Murray is like a warm gray blanket. Molly likes to run and play with cat toys.</div>"
Testlet3400,"In a Hurry</h1>It seemed like all Lois did on Monday was hurry. It all started because she woke up late. She dressed as fast as she could, but there was not much time for breakfast.</div>Lois raced for the bus stop, but she arrived just as the bus was pulling away. Luckily, the driver</div>"
Testlet3400,"saw Lois and stopped the bus so she could get on.</div>As soon as Lois walked into school, the bell rang. Now she had only three minutes to get to her classroom. &#8220;I hate hurrying,&#8221; Lois said as she rushed down the hall.</div>"
Testlet3390,"I Can See Your Home<br/>from Here</h1>Giraffe&#8217;s long neck made him the tallest animal in the forest. He could reach the tasty leaves at the tops of trees. He could also call down to his friends and say, &#8220;I can see your home from here!&#8221;</div>One day, Zebra had a party at his home. Giraffe could not get in because of his long neck! He sadly turned away.</div>"
Testlet3390,"Then Zebra called up to Giraffe and said, &#8220;We&#8217;re moving the party to the lake. Meet us there!&#8221;</div>&#8220;Excellent!&#8221; said Giraffe. He stretched his long neck and laughed, &#8220;I can see the lake from here!&#8221;</div>"
Testlet3360,"Thomas Edison</h1>When it gets dark, you turn on a light. You can thank Thomas Edison for that light. He made the first light bulb.</div>Edison made other things, too. One machine recorded sounds. No one had ever done that before. People were amazed. The machine seemed to speak like a person.</div>"
Testlet3360,"The first words it recorded were &#8220;Mary had a little lamb.&#8221;</div>Today, we have lights and sounds all around us. Thomas Edison made sure of it.</div>"
Testlet3260,Color Changers</h1>Is that a lizard you see? It&#8217;s hard to be sure sometimes. Some special lizards can change color!</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_LB_135_tab_page1.svg' /></div>
Testlet3260,"You might think these lizards only change color to help them hide. However, there are other reasons, too.</div>These lizards often change color because of the weather. A brown lizard in the hot sun might turn green to help it stay cooler.</div>Some lizards change color to send a message. If one gets angry, it might get redder. Others will know to stay away!</div>"
Testlet3260,"If you see a lizard, watch it closely. Does it change color? What could this mean?</div>"
Testlet3460,"Special Projects</h1>On Saturday, Kayla and Lin worked on two special jobs. First, they worked at Long Pond Park. Lin cleaned up the beach. When she was done, it looked like a long, white ribbon around the pond. Kayla picked up trash near the play area. The girls worked until lunchtime.</div>"
Testlet3460,"After lunch, Kayla and Lin helped with a different project. They painted a large castle on the wall of their school stage. Lin painted the stones gray. Kayla painted the bridge brown.</div>At the end of the day, both girls were tired and happy.</div>"
Testlet3380,"Chet the Vet</h1><div class='passageMisc'>If you&#8217;re a sick pet,</br/>then you might know Chet &mdash;<br/>because Chet is a vet<br/>who helps a sick pet<br/>and makes sure it can get<br/>all better.</div><div class='passageMisc'>If you are Chet,<br/>then you know sick pets &mdash;<br/>because you are a vet,<br/>and vets help sick pets<br/>and make sure each one gets<br/>all better.</div>"
Testlet3380,"<div class='passageMisc'>So if your cat is ill,<br/>or your rabbit is sad,<br/>or your dog needs a pill,<br/>or your frog&#8217;s croak is bad,</div><div class='passageMisc'>Then take it to Chet,<br/>and I&#8217;m willing to bet<br/>that your sweet sickly pet<br/>is going to get<br/>all better.</div>"
Testlet3430,"Moon Tune</h1><div class='passageMisc'>One dark night the Moon came up<br/>and thought of a cheerful tune.<br/>&#8220;I am shiny, round, and bright,&#8221;<br/>sang the full and smiling Moon.</div><div class='passageMisc'>&#8220;Oh, will you please come sing with me?&#8221;<br/>called Moon to Water Snake.<br/>But Water Snake just turned around<br/>and slipped into the lake.</div><div class='passageMisc'>Then Moon looked down upon the lake<br/>and something caught its eye.<br/>It, too, was shiny, round, and bright.<br/>&#8220;We look the same, oh my!&#8221;</div>"
Testlet3430,"<div class='passageMisc'>&#8220;Oh, will you please come sing with me?&#8221;<br/>called Moon to the other light.<br/>Then both did sing a cheerful tune &mdash;<br/>&#8220;We are shiny, round, and bright.&#8221;</div>"
Testlet3340,"The Toucan</h1>The toucan is a bird that lives in the rain forest. It has a large beak that is shaped like a hook. Its feathers are mostly dark blue or black. Some feathers can be red, yellow, or orange.</div>The toucan lives high in the trees. It uses its hooked beak to grab on to berries and other fruits that grow in the trees.</div>"
Testlet3340,"<div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L2_LB_81_tab_page2.png' alt='A black, blue and yellow toucan has a big hooked beak and long smooth feathers. Its beak is red, green and orange.' /></div>"
Testlet3290,"Happy Birthday, U.S.A.!</h1>The Fourth of July is the best holiday! It&#8217;s like one big party.</div>In the past, our country was not free. On July 4, 1776, that changed. We sent a message. We told the world we would be free. That was the start of the United States of America.</div>Now on July 4, we say, &#8220;Happy Birthday, U.S.A.!&#8221;</div>"
Testlet3000,"Dear Mom,</div>You have surely seen the dog by now. I found him all alone and starving in the street.</div>Can I please keep him? If you let me keep him, I promise I will take care of him. I will feed him, take him on walks, and give him baths.</div>This will not be like the cat. This time, I know I have to really, really take care of this pet.</div>Love, Booker</div>"
Testlet3010,What Makes a Cloud?</h1>Do you ever look up into the sky and wonder where the clouds come from? They look like they are made out of cotton balls. They are really made out of drops of water and ice. Water rises up off of the earth in the form of steam. The steam moves high into the air where it turns into drops of water. The air up in the sky is so cold that </div>
Testlet3010,"many of the water drops turn into ice.</div>When water and ice gather together up in the sky, a cloud forms. The cloud looks light and white.</div>As more and more water and ice gather together, the cloud becomes heavy. When a cloud becomes heavy, it turns gray. This is a sign that it is about to let go</div>"
Testlet3010,"of some of its moisture. When this happens, the water and ice inside the cloud falls to the earth as rain or snow.</div>"
Testlet3020,"Worker Ants</h1>Worker ants are important to an ant colony, or family. Most ants in the colony are worker ants. They have many jobs. Some worker ants look for food while others protect the nest's eggs. The queen lays the eggs. Then the worker ants protect these eggs by moving them. During the day, worker ants move eggs to the top</div>"
Testlet3020,"of the nest to keep them warm. At night, they move the eggs deep into the nest. This keeps the eggs safe from the cold. Other worker ants clean the nest. They take the garbage from the nest and put it into a dump outside the nest. Worker ants are always busy!</div>"
Testlet3030,"The Sandwich</h1>Ann put the plate in front of Franco. &#8220;Here it is&mdash;my famous tomato and grilled cheese sandwich!&#8221;</div>Franco crossed his arms and frowned. &#8220;Yuck.&#8221;</div>&#8220;Look. I made myself a sandwich, too. We can eat together.&#8221;</div>"
Testlet3030,"Franco wrinkled his nose and shook his head.</div>&#8220;Your mom won&#8217;t be happy if you don&#8217;t eat your dinner, Franco.&#8221;</div>Franco pushed his plate away.</div>&#8220;Don&#8217;t you want to grow to be big and strong?&#8221;</div>&#8220;I am big!&#8221; shouted Franco.</div>"
Testlet3030,"&#8220;Absolutely! You are a big boy,&#8221; said Ann. &#8220;But if you eat your dinner, you will grow even bigger!&#8221;</div>Franco looked at his plate.</div>Ann kept talking. &#8220;Last Friday night, I made this same sandwich for your friend, Alex Hernandez. I think he looks taller since I last saw him. What do you think?&#8221;</div>"
Testlet3030,Franco put one finger on the plate and slowly pulled it closer. Ann took a bite of her sandwich. &#8220;Delicious! I already feel taller!&#8221;</div>Franco&#8217;s eyes grew big. He pictured himself growing taller and began to smile.</div>
Testlet3150,"How to Make Lemonade</h1>It is easy to make lemonade. First, get what you need. Then follow the directions.</div><div class='paraTitle'>What You Need:</div>1 glass<br/>1 spoon<br/>1 tablespoon of sugar<br/>1 lemon, cut in half<br/>water<br/>ice</div>"
Testlet3150,<div class='paraTitle'>Directions:</div><br/><ol><li>Put one tablespoon of sugar in a glass.</li><li>Squeeze in the lemon juice.</li><li>Fill the glass half full with water.</li><li>Stir.</li><li>Add ice.</li></ol></div>
Testlet3170,"Lily&#8217;s Box</h1>Lily had a box. She kept it on the floor of her closet. She wouldn&#8217;t let anyone see or even touch the box. Her younger brother Sam didn&#8217;t know what was in the box. But he understood that it was special to her, and he respected that. He had special stuff too that only their cat, Percy, could play with.</div>"
Testlet3170,"One day, Lily found her box upside down. All the stuff that was inside was all over the floor. She yelled at Sam. Sam cried and told her that he didn&#8217;t touch the box. Lily angrily stormed away, taking Percy with her.</div>"
Testlet3190,"Summer Night</h1><div class='passageMisc'>An easy breezy summer night,<br/>Crickets chirp. The moon is bright,<br/>Darkness dotted with tiny lights.<br/>Fireflies make a dazzling sight!</div>"
Testlet3120,"A Meat-Eating Plant</h1>Most plants need only soil, sun, and water. A pitcher plant needs extra food. It needs meat!</div>A pitcher plant&#8217;s leaves hold a special liquid. It breaks down food the way a person&#8217;s stomach does. To an insect, the liquid looks tasty. An insect might go to take a drink. The insect doesn&#8217;t know the hairs on the inside of the leaf won&#8217;t let it climb out. The insect soon finds</div>"
